CONTA,PRODUÇÃO,IMPORTAÇÃO,VARIAÇÃO DE ESTOQUES,EXPORTAÇÃO,NÃO-APROVEITADA,REINJEÇÃO,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,RESIDENCIAL,COMERCIAL,PÚBLICO,AGROPECUÁRIO,RODOVIÁRIO,FERROVIÁRIO,AÉREO,HIDROVIÁRIO,INDUSTRIAL - TOTAL,Ano
 ENERGIA HIDRÁULICA ,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 LENHA ,31897,0,0,0,0,0,0,0,18593,180,12,4369,0,24,0,7,3802,1973
 PRODUTOS DA CANA ,4644,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,4030,1973
 OUTRAS FONTES PRIMÁRIAS ,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1973
 ÓLEO DIESEL ,0,214,-140,-496,0,0,0,113,0,55,115,936,5770,415,0,397,339,1973
 ÓLEO COMBUSTIVEL ,0,339,302,-1928,0,0,0,1335,0,115,46,74,0,29,0,589,8327,1973
 GASOLINA ,0,320,69,-22,0,0,0,0,0,0,0,0,10541,0,104,0,0,1973
 GLP ,0,182,-61,-24,0,0,0,0,1678,53,5,0,0,0,0,0,72,1973
 NAFTA ,0,0,137,-79,0,0,880,0,0,0,0,0,0,0,0,0,52,1973
 QUEROSENE ,0,46,-56,-97,0,0,16,0,466,0,15,0,0,0,992,0,78,1973
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-26,0,0,103,110,20,3,0,0,0,0,0,223,1973
 COQUE DE CARVÃO MINERAL ,0,96,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1973
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 ELETRICIDADE,0,1,0,-2,0,0,0,220,941,622,459,45,0,52,0,0,2538,1973
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,566,39,0,17,0,0,0,0,1605,1973
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,14,-39,0,0,143,0,0,0,0,0,165,0,0,0,0,1973
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,42,0,-314,0,0,538,0,0,0,0,0,0,0,0,81,1973
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,471,-203,-1,0,0,1239,0,0,0,0,0,0,0,0,0,0,1973
 ALCATRÃO ,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,19,1973
 PETRÓLEO ,8313,25706,-495,-1051,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 GÁS NATURAL ,1232,0,0,0,-563,-374,45,88,0,0,0,0,0,0,0,0,19,1972
 CARVÃO VAPOR ,657,0,-11,0,0,0,0,0,0,0,0,0,0,11,0,0,83,1972
 CARVÃO METALÚRGICO ,537,1374,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 ENERGIA HIDRÁULICA ,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 LENHA ,32143,0,0,0,0,0,0,0,18998,186,14,4524,0,26,0,8,3760,1972
 PRODUTOS DA CANA ,4298,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,3716,1972
 OUTRAS FONTES PRIMÁRIAS ,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1972
 ÓLEO DIESEL ,0,0,-267,-350,0,0,0,59,0,58,94,712,4864,368,0,343,330,1972
 ÓLEO COMBUSTIVEL ,0,80,-392,-1143,0,0,0,1099,0,101,41,46,0,36,0,452,6765,1972
 GASOLINA ,0,136,-91,-25,0,0,0,0,0,0,0,0,8988,0,88,0,0,1972
 GLP ,0,458,-106,-14,0,0,0,0,1527,47,4,0,0,0,0,0,53,1972
 NAFTA ,0,0,263,0,0,0,521,0,0,0,0,0,0,0,0,0,55,1972
 QUEROSENE ,0,25,6,-65,0,0,12,0,428,0,15,0,0,0,840,0,64,1972
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-32,0,0,90,106,18,3,0,0,0,0,0,199,1972
 COQUE DE CARVÃO MINERAL ,0,127,-17,0,0,0,0,7,0,0,0,0,0,0,0,0,1248,1972
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
 ELETRICIDADE,0,0,0,-2,0,0,0,210,854,550,405,39,0,53,0,0,2176,1972
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,528,36,0,18,0,0,0,0,1517,1972
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,21,-2,0,0,161,0,0,0,0,0,209,0,0,0,0,1972
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,58,0,0,0,0,431,0,0,0,0,0,0,0,0,71,1972
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,471,-203,-1,0,0,1239,0,0,0,0,0,0,0,0,0,0,1972
 ALCATRÃO ,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,19,1972
 PETRÓLEO ,8521,20435,-967,-766,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 GÁS NATURAL ,1169,0,0,0,-635,-271,18,82,0,0,0,0,0,0,0,0,11,1971
 CARVÃO VAPOR ,654,0,-41,0,0,0,0,0,0,0,0,0,0,16,0,0,77,1971
 CARVÃO METALÚRGICO ,533,1237,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 ENERGIA HIDRÁULICA ,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 LENHA ,31807,0,0,0,0,0,0,0,19058,186,15,4710,0,29,0,9,3807,1971
 PRODUTOS DA CANA ,3842,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,3289,1971
 OUTRAS FONTES PRIMÁRIAS ,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1971
 ÓLEO DIESEL ,0,192,15,-135,0,0,0,53,0,60,69,532,4269,351,0,300,334,1971
 ÓLEO COMBUSTIVEL ,0,411,-211,-314,0,0,0,933,0,90,36,23,0,47,0,369,6241,1971
 GASOLINA ,0,90,108,-1,0,0,0,0,0,0,0,0,8021,0,82,0,0,1971
 GLP ,0,431,-104,0,0,0,0,0,1393,31,3,0,0,0,0,0,48,1971
 NAFTA ,0,0,62,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1971
 QUEROSENE ,0,20,-76,-48,0,0,9,0,420,0,16,0,0,0,739,0,49,1971
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-43,0,0,88,106,17,3,0,0,0,0,0,183,1971
 COQUE DE CARVÃO MINERAL ,0,82,-84,0,0,0,0,8,0,0,0,0,0,0,0,0,1156,1971
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
 ELETRICIDADE,0,0,0,-2,0,0,0,211,794,488,359,33,0,53,0,0,1918,1971
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,484,34,0,19,0,0,0,0,1273,1971
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-19,-2,0,0,164,0,0,0,0,0,136,0,0,0,0,1971
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,15,0,0,0,0,469,0,0,0,0,0,0,0,0,60,1971
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,438,-104,-1,0,0,1174,0,0,0,0,0,0,0,0,0,0,1971
 ALCATRÃO ,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,17,1971
 PETRÓLEO ,8161,17845,-277,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 GÁS NATURAL ,1255,0,0,0,-869,-216,3,65,0,0,0,0,0,0,0,0,3,1970
 CARVÃO VAPOR ,611,0,-28,0,0,0,0,0,0,0,0,0,0,16,0,0,72,1970
 CARVÃO METALÚRGICO ,504,1454,-151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 ENERGIA HIDRÁULICA ,3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 LENHA ,31852,0,0,0,0,0,0,0,19070,191,15,4901,0,33,0,10,4124,1970
 PRODUTOS DA CANA ,3601,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,3060,1970
 OUTRAS FONTES PRIMÁRIAS ,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1970
 ÓLEO DIESEL ,0,0,-42,-47,0,0,0,56,0,64,42,393,3894,349,0,268,327,1970
 ÓLEO COMBUSTIVEL ,0,0,-69,-748,0,0,0,885,0,80,31,11,0,77,0,309,5205,1970
 GASOLINA ,0,78,-27,0,0,0,0,0,0,0,0,0,7369,0,77,0,0,1970
 GLP ,0,415,-98,0,0,0,0,0,1297,23,2,0,0,0,0,0,44,1970
 NAFTA ,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1970
 QUEROSENE ,0,8,-55,-123,0,0,7,0,447,0,16,0,0,0,635,0,33,1970
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-56,0,0,86,104,16,3,0,0,0,0,0,173,1970
 COQUE DE CARVÃO MINERAL ,0,72,-25,0,0,0,0,10,0,0,0,0,0,0,0,0,1173,1970
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
 ELETRICIDADE,0,0,0,-2,0,0,0,179,719,444,307,27,0,56,0,0,1680,1970
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,437,32,0,19,0,0,0,0,1101,1970
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-7,0,0,0,212,0,0,0,0,0,98,0,0,0,0,1970
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,15,0,-50,0,0,181,0,0,0,0,0,0,0,0,45,1970
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,369,-54,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,1970
 ALCATRÃO ,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,18,1970
