CONTA,    PRODUÇÃO  ,    IMPORTAÇÃO  ,VARIAÇÃO DE ESTOQUES,    EXPORTAÇÃO  ,    NÃO-APROVEITADA  ,    REINJEÇÃO  ,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,    RESIDENCIAL  ,    COMERCIAL  ,    PÚBLICO,    AGROPECUÁRIO  ,      RODOVIÁRIO  ,      FERROVIÁRIO  ,      AÉREO ,      HIDROVIÁRIO  ,   INDUSTRIAL - TOTAL  ,CONSUMO NÃO-IDENTIFICADO,Ano
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-42,0,0,162,139,40,4,0,0,0,0,0,554,0,1982
 COQUE DE CARVÃO MINERAL ,0,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,0,1982
 URÂNIO CONTIDO NO UO2,0,3481,-4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
 ELETRICIDADE,0,0,0,-31,0,0,0,423,2328,1331,1026,237,0,85,0,0,6054,0,1982
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,846,67,3,9,0,0,0,0,3228,0,1982
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-554,-176,0,0,200,0,0,0,0,0,1932,0,0,0,0,0,1982
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,287,-237,-18,-49,0,151,1196,0,0,0,0,0,0,0,0,745,0,1982
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,98,246,-116,0,0,2934,0,0,0,0,0,0,0,0,0,0,0,1982
 ALCATRÃO ,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,40,0,1982
 ENERGIA SECUNDÁRIA TOTAL ,0,7141,-5952,-5689,-91,0,5884,3550,6912,1804,1222,2572,21460,644,1982,2275,22980,129,1982
 TOTAL  ,76726,51118,-7228,-6822,-1070,-628,6307,6987,19455,1974,1227,5772,21460,667,1982,2275,34953,129,1982
 PETRÓLEO ,10928,43263,555,-755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 GÁS NATURAL ,2456,0,0,0,-804,-608,283,173,0,0,0,0,0,0,0,0,335,0,1981
 CARVÃO VAPOR ,1922,0,-114,0,0,0,0,0,0,0,0,0,0,20,0,0,843,0,1981
 CARVÃO METALÚRGICO ,726,3154,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 ENERGIA HIDRÁULICA ,11245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 LENHA ,30414,0,0,0,0,0,0,0,14366,173,5,3242,0,3,0,0,3853,0,1981
 PRODUTOS DA CANA ,10196,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,5097,0,1981
 OUTRAS FONTES PRIMÁRIAS ,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,1981
 ENERGIA PRIMÁRIA TOTAL ,68985,46417,518,-755,-804,-608,283,2423,14366,173,5,3242,0,23,0,0,10894,0,1981
 ÓLEO DIESEL ,0,782,-173,-597,0,0,0,236,0,23,65,2155,11279,567,0,678,443,0,1981
 ÓLEO COMBUSTIVEL ,0,185,-108,-1600,0,0,0,1546,0,236,94,100,0,6,0,1370,9681,0,1981
 GASOLINA ,0,69,316,-1121,0,0,0,0,0,0,0,0,8412,0,69,0,0,0,1981
 GLP ,0,142,-167,-47,0,0,0,17,2954,108,14,0,0,0,0,0,174,0,1981
 NAFTA ,0,0,-216,-7,0,0,1896,0,0,0,0,0,0,0,0,0,45,0,1981
 QUEROSENE ,0,0,-124,-573,0,0,85,0,264,0,1,1,0,0,1878,0,137,0,1981
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-67,0,0,140,134,36,4,0,0,0,0,0,491,0,1981
 COQUE DE CARVÃO MINERAL ,0,191,-182,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,0,1981
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
 ELETRICIDADE,0,0,0,-22,0,0,0,390,2154,1245,955,214,0,75,0,0,5820,0,1981
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,847,65,3,10,0,0,0,0,3129,0,1981
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-472,-80,0,0,210,0,0,0,0,0,1321,0,0,0,0,0,1981
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,60,-327,0,-61,0,36,1189,0,0,0,0,0,0,0,0,676,0,1981
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,97,412,-90,0,0,2718,0,0,0,0,0,0,0,0,0,0,0,1981
 ALCATRÃO ,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,54,0,1981
 ENERGIA SECUNDÁRIA TOTAL ,0,1530,-1043,-4141,-128,0,5056,3519,6355,1717,1139,2482,21013,649,1948,2048,23316,0,1981
 TOTAL  ,76726,51118,-7228,-6822,-1070,-628,6307,6987,19455,1974,1227,5772,21460,667,1982,2275,34953,129,1981
 PETRÓLEO ,9255,44311,2121,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 GÁS NATURAL ,2188,0,0,0,-601,-495,397,165,0,0,0,0,0,0,0,0,319,0,1980
 CARVÃO VAPOR ,1492,0,-291,0,0,0,0,0,0,0,0,0,0,21,0,0,490,0,1980
 CARVÃO METALÚRGICO ,991,3339,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 ENERGIA HIDRÁULICA ,11086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 LENHA ,31083,0,0,0,0,0,0,0,14973,154,5,3231,0,3,0,0,3492,0,1980
 PRODUTOS DA CANA ,9300,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,4799,0,1980
 OUTRAS FONTES PRIMÁRIAS ,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,1980
 ENERGIA PRIMÁRIA TOTAL ,66408,47651,1888,-61,-601,-495,397,2178,14973,154,5,3231,0,24,0,0,9840,0,1980
 ÓLEO DIESEL ,0,581,-697,-545,0,0,0,246,0,23,143,2217,11401,582,0,702,381,0,1980
 ÓLEO COMBUSTIVEL ,0,1133,330,-684,0,0,0,1784,0,227,90,115,0,10,0,978,13002,0,1980
 GASOLINA ,0,79,150,-276,0,0,0,0,0,0,0,0,8787,0,72,0,0,0,1980
 GLP ,0,144,-229,-35,0,0,0,0,2728,102,15,0,0,0,0,0,196,0,1980
 NAFTA ,0,0,-207,0,0,0,1530,0,0,0,0,0,0,0,0,0,33,0,1980
 QUEROSENE ,0,0,-227,-307,0,0,88,0,296,0,1,1,0,0,1662,0,138,0,1980
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-39,0,0,166,128,33,3,0,0,0,0,0,563,0,1980
 COQUE DE CARVÃO MINERAL ,0,363,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,3196,0,1980
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
 ELETRICIDADE,0,0,0,-18,0,0,0,358,2000,1187,893,175,0,70,0,0,5866,0,1980
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,830,64,3,10,0,0,0,0,3362,0,1980
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,23,-195,0,0,251,0,0,0,0,0,1421,0,0,0,0,0,1980
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,122,28,0,-34,0,71,1138,0,0,0,0,0,0,0,0,852,0,1980
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,236,267,-40,0,0,3181,0,0,0,0,0,0,0,0,0,0,0,1980
 ALCATRÃO ,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,58,0,1980
 ENERGIA SECUNDÁRIA TOTAL ,0,2662,-613,-2102,-74,0,5243,3695,5983,1639,1153,2520,21610,663,1734,1680,27653,0,1980
 TOTAL  ,66408,50313,1275,-2164,-675,-495,5640,5873,20957,1794,1158,5752,21610,688,1734,1681,37493,0,1980
 PETRÓLEO ,8418,51000,-2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 GÁS NATURAL ,1884,0,0,0,-530,-384,339,141,0,0,0,0,0,0,0,0,273,0,1979
 CARVÃO VAPOR ,1403,0,-287,0,0,0,0,0,0,0,0,0,0,18,0,0,291,1,1979
 CARVÃO METALÚRGICO ,922,3145,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 ENERGIA HIDRÁULICA ,10025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 LENHA ,30374,0,0,0,0,0,0,0,15332,161,6,3408,0,3,0,1,3322,0,1979
 PRODUTOS DA CANA ,8254,0,0,0,0,0,0,2035,0,0,0,0,0,0,0,0,4228,0,1979
 OUTRAS FONTES PRIMÁRIAS ,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,1979
 ENERGIA PRIMÁRIA TOTAL ,62107,54146,-2831,0,-530,-384,339,2176,15332,161,6,3408,0,21,0,1,8739,1,1979
 ÓLEO DIESEL ,0,140,47,-346,0,0,0,224,0,27,99,1886,10901,565,0,689,404,0,1979
 ÓLEO COMBUSTIVEL ,0,227,856,-425,0,0,0,1783,0,203,81,120,0,13,0,1363,13225,0,1979
 GASOLINA ,0,126,-212,-366,0,0,0,0,0,0,0,0,10396,0,81,0,0,0,1979
 GLP ,0,84,-95,-70,0,0,0,0,2543,93,15,0,0,0,0,0,194,0,1979
 NAFTA ,0,1,-235,0,0,0,1699,0,0,0,0,0,0,0,0,0,30,0,1979
 QUEROSENE ,0,0,-85,-198,0,0,114,0,369,0,2,1,0,0,1679,0,180,0,1979
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-33,0,0,167,130,32,2,0,0,0,0,0,538,0,1979
 COQUE DE CARVÃO MINERAL ,0,226,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3059,0,1979
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
 ELETRICIDADE,0,6,0,-13,0,0,0,339,1807,1080,814,137,0,62,0,0,5305,0,1979
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,802,61,2,11,0,0,0,0,2813,0,1979
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-21,-62,0,0,173,0,0,0,0,0,1192,0,0,0,0,0,1979
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,134,3,0,-57,0,0,1223,0,0,0,0,0,0,0,0,772,0,1979
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,280,-112,0,0,0,3786,0,0,0,0,0,0,0,0,0,0,0,1979
 ALCATRÃO ,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,54,0,1979
 ENERGIA SECUNDÁRIA TOTAL ,0,1228,184,-1483,-91,0,5866,3738,5652,1499,1019,2156,22491,641,1760,2052,26578,0,1979
 TOTAL  ,62107,55375,-2647,-1483,-621,-384,6206,5915,20985,1660,1025,5565,22491,663,1760,2054,35317,1,1979
 PETRÓLEO ,8154,45810,972,-246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 GÁS NATURAL ,1918,0,0,0,-468,-524,292,137,0,0,0,0,0,0,0,0,258,0,1978
 CARVÃO VAPOR ,1250,0,-67,0,0,0,0,0,0,0,0,0,0,19,0,0,150,42,1978
 CARVÃO METALÚRGICO ,845,2623,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 ENERGIA HIDRÁULICA ,8836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 LENHA ,29794,0,0,0,0,0,0,0,15647,164,6,3594,0,3,0,2,3460,0,1978
 PRODUTOS DA CANA ,7321,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,4519,0,1978
 OUTRAS FONTES PRIMÁRIAS ,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,1978
 ENERGIA PRIMÁRIA TOTAL ,58681,48434,920,-246,-468,-524,292,1373,15647,164,6,3594,0,22,0,2,8822,42,1978
 ÓLEO DIESEL ,0,73,-314,-552,0,0,0,158,0,31,97,1534,10325,516,0,589,416,0,1978
 ÓLEO COMBUSTIVEL ,0,165,453,-510,0,0,0,1720,0,184,74,115,0,15,0,1174,12729,0,1978
 GASOLINA ,0,72,-30,-814,0,0,0,0,0,0,0,0,10452,0,78,0,0,0,1978
 GLP ,0,71,-174,-46,0,0,0,0,2298,82,13,0,0,0,0,0,182,0,1978
 NAFTA ,0,0,-166,0,0,0,1596,0,0,0,0,0,0,0,0,0,45,0,1978
 QUEROSENE ,0,4,-73,-212,0,0,90,0,365,0,4,1,0,0,1459,0,155,0,1978
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-26,0,0,174,126,30,2,0,0,0,0,0,466,0,1978
 COQUE DE CARVÃO MINERAL ,0,331,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,0,1978
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
 ELETRICIDADE,0,4,0,-15,0,0,0,305,1629,979,745,114,0,58,0,0,4684,0,1978
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,752,60,2,11,0,0,0,0,2307,0,1978
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-160,-12,0,0,189,0,0,0,0,0,804,0,0,0,0,0,1978
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,120,-3,0,-102,0,0,1140,0,0,0,0,0,0,0,0,498,0,1978
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,332,348,0,0,0,2976,0,0,0,0,0,0,0,0,0,0,0,1978
 ALCATRÃO ,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,31,0,1978
 ENERGIA SECUNDÁRIA TOTAL ,0,1176,-137,-2163,-129,0,4955,3499,5173,1368,940,1778,21582,590,1537,1764,24193,0,1978
 TOTAL  ,58681,49610,782,-2410,-597,-524,5248,4872,20821,1533,947,5372,21582,612,1537,1766,33016,42,1978
 PETRÓLEO ,8177,41477,779,-1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 GÁS NATURAL ,1794,0,0,0,-377,-652,108,140,0,0,0,0,0,0,0,0,274,0,1977
 CARVÃO VAPOR ,1095,0,-323,0,0,0,0,0,0,0,0,0,0,15,0,0,128,28,1977
 CARVÃO METALÚRGICO ,769,2828,-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 ENERGIA HIDRÁULICA ,8039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 LENHA ,30822,0,0,0,0,0,0,0,16635,167,7,3780,0,3,0,2,3473,0,1977
 PRODUTOS DA CANA ,6538,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,4984,0,1977
 OUTRAS FONTES PRIMÁRIAS ,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,1977
 ENERGIA PRIMÁRIA TOTAL ,57707,44305,338,-1378,-377,-652,108,704,16635,167,7,3780,0,18,0,2,9223,28,1977
 ÓLEO DIESEL ,0,65,-173,-456,0,0,0,151,0,36,80,1511,9315,513,0,526,405,0,1977
 ÓLEO COMBUSTIVEL ,0,536,336,-601,0,0,0,1712,0,171,68,106,0,15,0,940,11776,0,1977
 GASOLINA ,0,73,81,-260,0,0,0,0,0,0,0,0,10241,0,73,0,0,0,1977
 GLP ,0,191,-92,-16,0,0,0,0,2076,78,11,0,0,0,0,0,160,0,1977
 NAFTA ,0,0,-94,0,0,0,1185,0,0,0,0,0,0,0,0,0,36,0,1977
 QUEROSENE ,0,0,11,-54,0,0,65,0,378,0,4,0,0,0,1423,0,143,0,1977
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-31,0,0,162,123,28,2,0,0,0,0,0,439,0,1977
 COQUE DE CARVÃO MINERAL ,0,101,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,2474,0,1977
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
 ELETRICIDADE,0,1,0,-12,0,0,0,274,1473,905,689,89,0,58,0,0,4148,0,1977
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,725,56,2,12,0,0,0,0,2265,0,1977
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-179,-2,0,0,211,0,0,0,0,0,341,0,0,0,0,0,1977
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,65,0,-112,0,0,896,0,0,0,0,0,0,0,0,357,0,1977
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,306,19,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,1977
 ALCATRÃO ,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,67,0,1977
 ENERGIA SECUNDÁRIA TOTAL ,0,1276,-46,-1403,-144,0,3965,3197,4778,1276,859,1720,19897,587,1497,1467,22277,0,1977
 TOTAL  ,57707,45582,291,-2781,-522,-652,4073,3902,21413,1444,866,5500,19897,606,1497,1469,31500,28,1977
 PETRÓLEO ,8472,41767,427,-2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 GÁS NATURAL ,1629,0,0,0,-387,-605,130,128,0,0,0,0,0,0,0,0,160,0,1976
 CARVÃO VAPOR ,951,0,-416,0,0,0,0,0,0,0,0,0,0,12,0,0,79,0,1976
 CARVÃO METALÚRGICO ,643,2192,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 ENERGIA HIDRÁULICA ,7130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 LENHA ,31881,0,0,0,0,0,0,0,17457,170,8,3904,0,3,0,2,3693,0,1976
 PRODUTOS DA CANA ,4748,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,4144,0,1976
 OUTRAS FONTES PRIMÁRIAS ,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,1976
 ENERGIA PRIMÁRIA TOTAL ,55868,43959,133,-2913,-387,-605,130,244,17457,170,8,3904,0,15,0,2,8382,0,1976
 ÓLEO DIESEL ,0,153,-102,-264,0,0,0,144,0,41,120,1329,8534,525,0,564,403,0,1976
 ÓLEO COMBUSTIVEL ,0,765,253,-639,0,0,0,1643,0,160,63,104,0,31,0,1318,11256,0,1976
 GASOLINA ,0,83,-306,-10,0,0,0,0,0,0,0,0,11268,0,78,0,0,0,1976
 GLP ,0,152,-129,-11,0,0,0,0,2001,73,7,0,0,0,0,0,127,0,1976
 NAFTA ,0,0,-153,0,0,0,1073,0,0,0,0,0,0,0,0,0,15,0,1976
 QUEROSENE ,0,0,-54,-8,0,0,49,0,380,0,6,0,0,0,1389,0,122,0,1976
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-40,0,0,158,128,27,2,0,0,0,0,0,347,0,1976
 COQUE DE CARVÃO MINERAL ,0,84,-160,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,1976
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
 ELETRICIDADE,0,6,0,-2,0,0,0,264,1279,852,616,74,0,58,0,0,3671,0,1976
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,690,51,2,12,0,0,0,0,2254,0,1976
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,-36,-16,0,0,161,0,0,0,0,0,91,0,0,0,0,0,1976
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,19,0,-83,0,0,908,0,0,0,0,0,0,0,0,239,0,1976
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,378,166,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,1976
 ALCATRÃO ,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,25,0,1976
 ENERGIA SECUNDÁRIA TOTAL ,0,1624,-503,-952,-123,0,3627,3119,4480,1206,819,1522,19895,615,1468,1883,20337,0,1976
 TOTAL  ,55868,45584,-370,-3865,-511,-605,3757,3363,21937,1377,828,5426,19895,630,1468,1886,28719,0,1976
 PETRÓLEO ,8727,36528,899,-1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 GÁS NATURAL ,1612,0,0,0,-370,-671,80,131,0,0,0,0,0,0,0,0,152,0,1975
 CARVÃO VAPOR ,743,0,-166,0,0,0,0,0,0,0,0,0,0,9,0,0,92,22,1975
 CARVÃO METALÚRGICO ,557,2065,-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 ENERGIA HIDRÁULICA ,6216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 LENHA ,33153,0,0,0,0,0,0,0,17939,173,9,4028,0,7,0,3,3678,0,1975
 PRODUTOS DA CANA ,4179,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,3581,0,1975
 OUTRAS FONTES PRIMÁRIAS ,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,1975
 ENERGIA PRIMÁRIA TOTAL ,55554,38594,588,-1101,-370,-671,80,269,17939,173,9,4028,0,16,0,3,7773,22,1975
 ÓLEO DIESEL ,0,85,121,-566,0,0,0,139,0,44,124,1150,7249,504,0,510,357,0,1975
 ÓLEO COMBUSTIVEL ,0,23,205,-934,0,0,0,1520,0,142,57,91,0,27,0,1212,9637,0,1975
 GASOLINA ,0,66,-33,-187,0,0,0,0,0,0,0,0,11189,0,78,0,0,0,1975
 GLP ,0,33,-63,-62,0,0,0,0,1821,66,7,0,0,0,0,0,119,0,1975
 NAFTA ,0,0,-142,0,0,0,971,0,0,0,0,0,0,0,0,0,51,0,1975
 QUEROSENE ,0,0,-108,-34,0,0,32,0,381,0,6,0,0,0,1247,0,98,0,1975
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-30,0,0,122,124,25,2,0,0,0,0,0,273,0,1975
 COQUE DE CARVÃO MINERAL ,0,120,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,0,1975
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
 ELETRICIDADE,0,6,0,-2,0,0,0,224,1136,772,578,64,0,54,0,0,3177,0,1975
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,647,48,0,14,0,0,0,0,2611,0,1975
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,13,-32,0,0,189,0,0,0,0,0,86,0,0,0,0,0,1975
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-45,0,-258,0,0,874,0,0,0,0,0,0,0,0,98,0,1975
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,312,260,-7,0,0,2118,0,0,0,0,0,0,0,0,0,0,0,1975
 ALCATRÃO ,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,22,0,1975
 ENERGIA SECUNDÁRIA TOTAL ,0,648,231,-1827,-289,0,3377,2882,4109,1100,775,1320,18525,586,1326,1722,18049,0,1975
 TOTAL  ,55554,39242,820,-2928,-659,-671,3458,3151,22049,1274,785,5348,18525,603,1326,1725,25822,22,1975
 PETRÓLEO ,8969,35077,-1893,-674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 GÁS NATURAL ,1476,0,0,0,-386,-577,71,120,0,0,0,0,0,0,0,0,143,0,1974
 CARVÃO VAPOR ,830,0,-257,0,0,0,0,0,0,0,0,0,0,7,0,0,90,7,1974
 CARVÃO METALÚRGICO ,729,1290,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 ENERGIA HIDRÁULICA ,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 LENHA ,32598,0,0,0,0,0,0,0,18376,176,9,4183,0,16,0,4,3712,0,1974
 PRODUTOS DA CANA ,4618,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,4025,0,1974
 OUTRAS FONTES PRIMÁRIAS ,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,1974
 ENERGIA PRIMÁRIA TOTAL ,55221,36367,-2192,-674,-386,-577,71,245,18376,176,9,4183,0,23,0,4,8225,7,1974
 ÓLEO DIESEL ,0,60,379,-885,0,0,0,125,0,50,103,1035,6304,486,0,579,339,0,1974
 ÓLEO COMBUSTIVEL ,0,69,1001,-1612,0,0,0,1409,0,128,51,85,0,29,0,1119,9125,0,1974
 GASOLINA ,0,618,-124,-14,0,0,0,0,0,0,0,0,10937,0,90,0,0,0,1974
 GLP ,0,243,-60,-41,0,0,0,0,1775,60,6,0,0,0,0,0,85,0,1974
 NAFTA ,0,0,-84,-74,0,0,1001,0,0,0,0,0,0,0,0,0,52,0,1974
 QUEROSENE ,0,0,68,-158,0,0,22,0,403,0,8,0,0,0,1156,0,90,0,1974
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-25,0,0,99,116,22,2,0,0,0,0,0,220,0,1974
 COQUE DE CARVÃO MINERAL ,0,142,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,1974
 URÂNIO CONTIDO NO UO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
 ELETRICIDADE,0,5,0,-1,0,0,0,212,1033,698,510,56,0,52,0,0,2884,0,1974
 CARVÃO VEGETAL ,0,0,0,0,0,0,0,0,610,43,0,15,0,0,0,0,2107,0,1974
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,4,-29,0,0,186,0,0,0,0,0,101,0,0,0,0,0,1974
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,-39,0,-45,0,0,887,0,0,0,0,0,0,0,0,90,0,1974
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,528,105,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,1974
 ALCATRÃO ,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,17,0,1974
 ENERGIA SECUNDÁRIA TOTAL ,0,1667,1250,-2818,-71,0,3265,2733,3940,1004,683,1193,17343,567,1247,1698,16322,0,1974
 TOTAL  ,55221,38035,-942,-3492,-457,-577,3336,2978,22317,1180,692,5376,17343,591,1247,1702,24547,7,1974
 PETRÓLEO ,8453,35000,-3821,-854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 GÁS NATURAL ,1171,0,0,0,-427,-406,67,86,0,0,0,0,0,0,0,0,20,0,1973
 CARVÃO VAPOR ,599,0,-37,0,0,0,0,0,0,0,0,0,0,1,0,0,73,0,1973
 CARVÃO METALÚRGICO ,529,1316,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
 URÂNIO U3O8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
